Index,demand
0,0.038954161840946695
1,0.031228750161756358
2,0.030815880727274866
3,0.036454742388393954
4,0.05105419953486744
5,0.015573292765689455
6,0.03368684570780129
7,0.07629504311253756
8,0.03451205619347676
9,0.04933881916737043
10,0.03481376505090777
11,0.24820040966153833
12,0.2193461295560085
13,0.03772101180007337
14,0.09649425108306763
15,0.046869552968416446
16,0.1504014548434813
17,0.055461970541824876
18,0.0967097806259115
19,0.0515736985100849
20,0.014245906412594274
21,0.03364384246850171
22,0.07459540989813078
23,0.03121029675448219
24,0.44067615655968156
25,0.09547700802783045
26,0.041515273864324714
27,0.09027637549968748
28,0.04458191302306871
29,0.013969555397163297
30,0.028905363926444466
31,0.04158310999227474
32,0.031157165197485192
33,0.07581329299621514
34,0.2713198540582037
35,0.42539554620141273
36,0.03986073003077443
37,0.04834853127304447
38,0.08038807175657059
39,0.11369046480062422
40,0.01029000532337625
41,0.00873726138003122
42,0.022137617630953104
43,0.04800530347137996
44,0.03759257489811336
45,0.0562599433746478
46,0.05424484650531385
47,0.2993899612806209
48,0.08116317280164512
49,0.0939589198555223
50,0.2738162689403293
51,0.07203893921094434
52,0.02271467939305528
53,0.23463340499207325
54,0.019252044697796126
55,0.06239816803399689
56,0.10963146934453705
57,0.042572916930728365
58,0.047965908598049854
59,0.03963475295392153
60,0.04607861674513713
61,0.0668192057193218
62,0.0720170893592041
63,0.05559780138429732
64,0.033348569802887425
65,0.3295804536891865
66,0.03149116368133773
67,0.05357592638885977
68,0.05254300167699906
69,0.06805277213923636
70,0.030145658874683512
71,0.04014666824066968
72,0.007348225865899235
73,0.03691736017030721
74,0.05739134192848481
75,0.026827895745208444
76,0.046614461001503654
77,0.11038630503762104
78,0.10335095876584768
79,0.04421399209626325
80,0.041837699988033106
81,0.016369769480896183
82,0.016994812345414702
83,0.09722371748258386
84,0.09694414327088535
85,0.050413705758230475
86,0.15136386261572432
87,0.3977632031209692
88,0.08083795246107885
89,0.05112851200687327
90,0.019371731474694093
91,0.04100149139696837
92,0.06841634676136359
93,0.10351342382744483
94,0.14111417401216206
95,0.01845705904847652
96,0.024584718907197087
97,0.040565192990140365
98,0.01202196230085887
99,0.010115310920873732
100,0.02990325546007196
101,0.027829087972985923
102,0.036078832038724744
103,0.18061670806536978
104,0.052333219763438174
105,0.0435568871535007
106,0.03640850910996749
107,0.09585451785709775
108,0.3383264120878071
109,0.0636348743712164
110,0.02245007683628351
111,0.023652691897952712
112,0.048973644305218
113,0.06235168414537304
114,0.029569498063841165
115,0.10612651056627297
116,0.15636982067686456
117,0.10204152220347881
118,0.11608015920858512
119,0.07406375549448262
120,0.031810721867073725
121,0.03845321931515421
122,0.03763516822267418
123,0.043610059419479257
124,0.005129996458030965
125,0.08925983779078771
126,0.056592002976061824
127,0.231965551055548
128,0.019022169991889677
129,0.049086779780765366
130,0.03778479255953774
131,0.02317640976554417
132,0.021468565383125356
133,0.03043269389658194
134,0.04835420351648525
135,0.025448999401020272
136,0.08089753116038298
137,0.1391646602648596
138,0.27414276266534776
139,0.042914142095605984
140,0.04382428427056257
141,0.10086979472497691
142,0.05521790869148564
143,0.017692336035186756
144,0.06329518059289048
145,0.018703847114450018
146,0.014013081138088856
147,0.03131893376218138
148,0.12607776631819104
149,0.03599539868368676
150,0.030767906751578835
151,0.038624542139807705
152,0.06908219530285808
153,0.0817490985130676
154,0.14614108162668207
155,0.13505919244868614
156,0.23708093164079597
157,0.07236536274314169
158,0.051072435482852827
159,0.022758995343265358
160,0.05826363315153099
161,0.05368546273105505
162,0.11514993916716099
163,0.051034804303635536
164,0.5994058776935338
165,0.12063911793485968
166,0.023731211467817974
167,0.11687210275537563
168,0.05614709020804791
169,0.04604707390233557
170,0.02170255311884994
171,0.019171378526075235
172,0.010969461368939087
173,0.06228875370991617
174,0.024413208742224607
175,0.026701300020528923
176,0.0923549648442577
177,0.05090359152590289
178,0.09401283160948562
179,0.0732293914257323
180,0.12511400555885877
181,0.24883576746115207
182,0.4367473353444318
183,0.07124398479659619
184,0.030195731442378734
185,0.08423881848749847
186,0.019573765347207162
187,0.04422524593036126
188,0.009629489683252711
189,0.07935490343540258
190,0.054532603000677034
191,0.1252963703445376
192,0.04479013770247863
193,0.10150775526419004
194,0.042123472993715265
195,0.05699905862312984
196,0.02026790677434514
197,0.021201244349726398
198,0.12478076689148496
199,0.03168457151901276
200,0.06725115083130509
201,0.033994737490728615
202,0.011753946455499535
203,0.02911689260298836
204,0.04401753367500925
205,0.06428894767645764
206,0.08552367010535147
207,0.15864541626679035
208,0.11618430572805205
209,0.15871253486625816
210,0.15658650727625678
211,0.14010957385797035
212,0.014564024756806439
213,0.10727419322195395
214,0.060636193352111865
215,0.01041113225459521
216,0.04319662061458762
217,0.08804548673736849
218,0.03398869155194598
219,0.024388704538730065
220,0.05032046567899821
221,0.03791373196224932
222,0.014870234252085042
223,0.05191516883657277
224,0.08084619068712533
225,0.03476034659312535
226,0.0606650380260801
227,0.023511096726961014
228,0.03040238542736225
229,0.07981537073111962
230,0.04122170596989073
231,0.08192216253788508
232,0.06912377210607765
233,0.14825493499248682
234,0.30405882851089233
235,0.11994389357210183
236,0.12301173358113932
237,0.07136033511052275
238,0.0770655965690502
239,0.08860198628203342
240,0.10450824285194427
241,0.06563744556799739
242,0.022473908470063503
243,0.2760245020178783
244,0.06963602248140723
245,0.08370365285771632
246,0.05650246831747582
247,0.08093174966465624
248,0.02024498925130838
249,0.026853322260574845
250,0.00985312457401517
251,0.02193485661499782
252,0.025174487380599492
253,0.049050917065333315
254,0.1841906018780987
255,0.06872142696015798
256,0.05835831959812598
257,0.12788238613053987
258,0.5785720678913795
259,0.10688207661835618
260,0.019324125287532603
261,0.2295398747047799
262,0.06635724624315796
263,0.36002037851251395
264,0.17908703033750695
265,0.08353865262088622
266,0.022092009173039717
267,0.05162318705085237
268,0.03892119265691575
269,0.10296833411185166
270,0.2654893449394548
271,0.044381241545634435
272,0.4014630205475991
273,0.07424239632097004
274,0.0910497243705393
275,0.020499190929701885
276,0.028376143318416622
277,0.06570204895034484
278,0.08262643960643784
279,0.019258893009720404
280,0.13741247169097587
281,0.2642731322033075
282,0.1393344530991451
283,0.08423629204382593
284,0.03498861109096359
285,0.12064961800346977
286,0.16577347143837654
287,0.2691398120929028
288,0.07027137609518472
289,0.058444388715489765
290,0.024438717122438162
291,0.06028961578269301
292,0.5245932278678219
293,0.038965060429529255
294,0.09904710896175324
295,0.2837271596610755
296,0.2653885573617619
297,0.014175664456604967
298,0.020235837877569916
299,0.054979031736788045
300,0.05981506205355373
301,0.1741502036137738
302,0.2622368572830496
303,0.1046255175751004
304,0.10421632198347859
305,0.2636314785724635
306,0.2521504580294707
307,0.1605048683766616
308,0.27135758818057154
309,0.4394394725362691
310,0.09428065862813623
311,0.02127681178569981
312,0.053005167854560324
313,0.07905754811394072
314,0.06062817040584451
315,0.18781372284569747
316,0.7474183146046309
317,0.006515407944498169
318,0.05403693543308204
319,0.3954581546681596
320,0.017343390059831827
321,0.053001400828653344
322,0.2776964912282641
323,0.017675207506051158
324,0.05697482645061034
325,0.09453351384897898
326,0.02198369961820298
327,0.049417403302254165
328,0.1770619940455187
329,0.05214544593890045
330,0.09592929180519658
331,0.1748927093180167
332,0.1497526577097084
333,0.2709580717438321
334,0.2849433585474738
335,0.18644620055680544
336,0.029433010529508884
337,0.26793428527997915
338,0.21784992546532153
339,0.12486026633703642
340,0.7354839139442898
341,0.42728483040095266
342,0.2764777406905899
343,0.025638511989211025
344,0.14757844627596217
345,0.05120855544702014
346,0.02895760792285921
347,0.013077803250295481
348,0.019062101654399654
349,0.06655609520719481
350,0.009928819505882449
351,0.01291403112244446
352,0.03091571299208245
353,0.06303551602262138
354,0.11205765675059903
355,0.10834739534447627
356,0.1315515574981643
357,0.08655496424798902
358,0.1582214556917811
359,0.11238578090548262
360,0.028323112600463184
361,0.11051872194858561
362,0.2765319060980937
363,0.02046367183326691
364,0.06049059712275701
365,0.7134962481949528
366,0.7540969836602848
367,0.5810910214106708
368,0.006836942368301641
369,0.02902059682626514
370,0.019650424306307212
371,0.0825634981306861
372,0.2869881574363275
373,0.08216811000155119
374,0.01999588419622894
375,0.06114112051904805
376,0.02688866545345051
377,0.0606182641459121
378,0.07895113023500819
379,0.06996357910132656
380,0.014239435669202988
381,0.27498916619259156
382,0.01996453776656333
383,0.03719110568421248
384,0.1266217929979152
385,0.12131700102181363
386,0.0645632976655747
387,0.05285092145356453
388,0.1246224930790988
389,0.08664738084792002
390,0.02348445875374481
391,0.12498776420387717
392,0.10251355833272785
393,0.10768493026814044
394,0.7524703211586885
395,0.8503251235864545
396,0.6152933054364139
397,0.06199875477368208
398,0.027481002399056806
399,0.16483394612658628
400,0.08794751564084424
401,0.2696347432377065
402,0.0484458763215865
403,0.08785842779273619
404,0.026430285938689485
405,0.08994675372447156
406,0.12098990787045331
407,0.2634727777478898
408,0.11657605701374299
409,0.45704767845066446
410,0.2747808970974298
411,0.14883621940956115
412,0.1669840142350373
413,0.09114342856814044
414,0.06287348441694435
415,0.1273785023403437
416,0.049175982847597915
417,0.03945745816120186
418,0.025177390299801043
419,0.121547703459284
420,0.12732762860272218
421,0.06331514469001545
422,0.07831187973863406
423,0.02563244882352959
424,0.7781762282123528
425,0.9078749074695218
426,0.8085399268514866
427,0.0531790514785335
428,0.037922646309983876
429,0.2471932263897994
430,0.13952856494345456
431,0.02853868515690731
432,0.010742741135148896
433,0.02087829276650899
434,0.02189608470668829
435,0.0504403138340197
436,0.11673806351320674
437,0.0584436514644379
438,0.2726383606230596
439,0.5274758934792911
440,0.08152942067021235
441,0.11943135291852756
442,0.11382541181961633
443,0.2674039524928248
444,0.07960430680551606
445,0.251977262281188
446,0.10557919887591882
447,0.029941646247715753
448,0.09268885674439502
449,0.11654473528231887
450,0.10901851984260974
451,0.043865310332435604
452,0.025111154845105534
453,0.2972393228417018
454,0.29458758079101555
455,0.15498354775099285
456,0.06596201709116162
457,0.028227646256801138
458,0.2311816006675334
459,0.07292485904910954
460,0.288888793750798
461,0.03317705547622268
462,0.048806857907499654
463,0.04802210155776899
464,0.020727072039431117
465,0.023897319981464236
466,0.05230735278103971
467,0.049792699005167
468,0.2650665851057302
469,0.8001271925800059
470,0.42650905004956174
471,0.3893421650863259
472,0.12795703745323847
473,0.16234319962307706
474,0.26119042255185165
475,0.5111747517999014
476,0.10488056209868413
477,0.03033021183957295
478,0.040630706519582074
479,0.03471580366639773
480,0.2496384539786779
481,0.15029791439815748
482,0.08475758362084042
483,0.2909156646310761
484,0.2739168948573534
485,0.2654711103986515
486,0.9175287307691378
487,0.13965722184749613
488,0.020791590923246554
489,0.13983277117377008
490,0.269734477337536
491,0.024440266306265685
492,0.054336048233603086
493,0.33103551690678784
494,0.00629182793343001
495,0.068785107555858
496,0.04237096969183112
497,0.04314799973434951
498,0.057210783870939474
499,0.25025619815583533
500,0.2854712320294728
501,0.4271494845370955
502,0.4789610208514901
503,0.4323806717304231
504,0.15001990092113818
505,0.1538055020354019
506,0.275542710739757
507,0.015666358313104364
508,0.025648137751307653
509,0.1570632469040707
510,0.08491289412532246
511,0.05105180036312114
512,0.16951620694019537
513,0.1781384156129106
514,0.5260592793221562
515,0.179253986207271
516,0.006367397743292754
517,0.08007222458401053
518,0.11724002749101503
519,0.08123540125895826
520,0.04634639545288511
521,0.012208779194979605
522,0.010278736614155374
523,0.016338480524664092
524,0.03330208627950674
525,0.06623702491531962
526,0.09119807002634668
527,0.10663952040184356
528,0.1420366110620715
529,0.4334702225986182
530,0.6867430521333563
531,0.4224479829710528
532,0.3980416069911293
533,0.5777040718134924
534,0.12689966071892303
535,0.020119082098296576
536,0.07089684534956836
537,0.06339732767918896
538,0.14857005645171673
539,0.171759736785397
540,0.07868925418616285
541,0.02902761722541558
542,0.059339262191813034
543,0.13369286446225673
544,0.01986313435071104
545,0.005385928848074249
546,0.04858758675193515
547,0.10738244335980444
548,0.023519831352507455
549,0.018662984503907895
550,0.040341710691288356
551,0.022422296778317894
552,0.012680313737845303
553,0.03888752328711373
554,0.08451758145512378
555,0.06112553417237291
556,0.10326897473608525
557,0.2656758914725133
558,0.43912924197583775
559,0.2672018815832516
560,0.8023976219924561
561,0.7229288382588276
562,0.30582912589529837
